,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,consent_response,consent_timestamp,task,response_text,response_type,condition,version,column_name,statement,choice_order,participant_id
1,13230,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,18101,0.0-1.0,,,,,,,,,,,ge8e0v7k0b
2,43032,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",0,html-button-response,2,61135,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,ge8e0v7k0b
3,29101,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Ceflar is associated with a lower risk of Agoriv&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,3,90237,0.0-3.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,yx,risk_lower,B,risk_lower_B,Ceflar is associated with a lower risk of Agoriv,"neither,xy,yx",ge8e0v7k0b
4,7946,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Pneuben is associated with higher probability of Efogen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,4,98185,0.0-4.0,,,causal_judgment,Pneuben causes an increase in Efogen,xy,prob_increase,A,prob_increase_A,Pneuben is associated with higher probability of Efogen,"neither,xy,yx",ge8e0v7k0b
5,7597,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,5,105784,0.0-5.0,,,causal_judgment,Rebosen causes an increase in Themaglin,xy,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"neither,xy,yx",ge8e0v7k0b
6,7056,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,6,112843,0.0-6.0,,,causal_judgment,Denoden causes Flembers,xy,assoc,A,assoc_A,Denoden is associated with Flembers,"neither,xy,yx",ge8e0v7k0b
7,10604,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Turilin is associated with lower probability of Laurem&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,7,123449,0.0-7.0,,,causal_judgment,Turilin causes a decrease in Laurem,xy,prob_lower,A,prob_lower_A,Turilin is associated with lower probability of Laurem,"neither,xy,yx",ge8e0v7k0b
8,62380,,"{""explain"":""I was asked to explain what I understood in the sentence""}",survey-text,8,185854,0.0-8.0,,,screening,,,,,,,,ge8e0v7k0b
9,6309,,"{""comments"":""No""}",survey-text,9,192167,0.0-9.0,,,comments,,,,,,,,ge8e0v7k0b
10,50485,,"{""age"":""32"",""gender"":""Female"",""native_language"":""Igbo"",""education"":""University""}",survey-text,10,242657,0.0-10.0,,,demographics,,,,,,,,ge8e0v7k0b
0,22099,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,22102,0.0-0.0,agree,2026-05-29T00:46:04.472Z,,,,,,,,,kfsdxeoqb8
1,7913,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,30018,0.0-1.0,,,,,,,,,,,kfsdxeoqb8
2,9966,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",0,html-button-response,2,39985,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,kfsdxeoqb8
3,29448,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,3,69434,0.0-3.0,,,causal_judgment,"A third factor is causally related to Laurem and Turilin, they are not directly related",neither,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"neither,xy,yx",kfsdxeoqb8
4,9053,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Themaglin is associated with a higher risk of Rebosen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,4,78488,0.0-4.0,,,causal_judgment,"A third factor is causally related to Themaglin and Rebosen, they are not directly related",neither,risk_increase,A,risk_increase_A,Themaglin is associated with a higher risk of Rebosen,"neither,xy,yx",kfsdxeoqb8
5,26245,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Flembers is associated with Denoden&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,5,104734,0.0-5.0,,,causal_judgment,Denoden causes Flembers,yx,assoc,B,assoc_B,Flembers is associated with Denoden,"neither,xy,yx",kfsdxeoqb8
6,31866,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Ceflar is associated with a lower risk of Agoriv&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,6,136601,0.0-6.0,,,causal_judgment,"A third factor is causally related to Ceflar and Agoriv, they are not directly related",neither,risk_lower,B,risk_lower_B,Ceflar is associated with a lower risk of Agoriv,"neither,xy,yx",kfsdxeoqb8
7,42381,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Pneuben is associated with higher probability of Efogen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,7,178983,0.0-7.0,,,causal_judgment,Efogen causes an increase in Pneuben,yx,prob_increase,A,prob_increase_A,Pneuben is associated with higher probability of Efogen,"neither,xy,yx",kfsdxeoqb8
8,35029,,"{""explain"":""Describe causality between two words, and the words used to describe the relationship between them. ""}",survey-text,8,214018,0.0-8.0,,,screening,,,,,,,,kfsdxeoqb8
9,9048,,"{""comments"":""Tricky!""}",survey-text,9,223068,0.0-9.0,,,comments,,,,,,,,kfsdxeoqb8
10,12148,,"{""age"":""41"",""gender"":""F"",""native_language"":""English"",""education"":""Masters""}",survey-text,10,235219,0.0-10.0,,,demographics,,,,,,,,kfsdxeoqb8
0,53932,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,53935,0.0-0.0,agree,2026-05-29T00:45:59.390Z,,,,,,,,,23s8prxj9u
1,9893,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,63829,0.0-1.0,,,,,,,,,,,23s8prxj9u
2,31271,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,95103,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,23s8prxj9u
3,17306,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Flembers is associated with Denoden&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,3,112411,0.0-3.0,,,causal_judgment,"A third factor is causally related to Flembers and Denoden, they are not directly related",neither,assoc,B,assoc_B,Flembers is associated with Denoden,"xy,yx,neither",23s8prxj9u
4,14309,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Themaglin is associated with a higher risk of Rebosen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,4,126722,0.0-4.0,,,causal_judgment,Themaglin causes an increase in Rebosen,xy,risk_increase,A,risk_increase_A,Themaglin is associated with a higher risk of Rebosen,"xy,yx,neither",23s8prxj9u
5,13826,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Efogen is associated with higher probability of Pneuben&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,5,140550,0.0-5.0,,,causal_judgment,Efogen causes an increase in Pneuben,xy,prob_increase,B,prob_increase_B,Efogen is associated with higher probability of Pneuben,"xy,yx,neither",23s8prxj9u
6,12159,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Agoriv is associated with a lower risk of Ceflar&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,6,152711,0.0-6.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,xy,risk_lower,A,risk_lower_A,Agoriv is associated with a lower risk of Ceflar,"xy,yx,neither",23s8prxj9u
7,10875,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,7,163587,0.0-7.0,,,causal_judgment,Laurem causes a decrease in Turilin,xy,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"xy,yx,neither",23s8prxj9u
8,28157,,"{""explain"":""To choose the correct option between different situations, it was a interesting project but I am not sure how good I did.""}",survey-text,8,191749,0.0-8.0,,,screening,,,,,,,,23s8prxj9u
9,1822,,"{""comments"":""""}",survey-text,9,193574,0.0-9.0,,,comments,,,,,,,,23s8prxj9u
10,17464,,"{""age"":""34"",""gender"":""Male"",""native_language"":""English"",""education"":""Masters""}",survey-text,10,211039,0.0-10.0,,,demographics,,,,,,,,23s8prxj9u
0,3285,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,3288,0.0-0.0,agree,2026-05-29T00:57:14.498Z,,,,,,,,,rl9urayrqm
1,15127,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,18416,0.0-1.0,,,,,,,,,,,rl9urayrqm
2,16397,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,34814,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,rl9urayrqm
3,26121,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Turilin is associated with lower probability of Laurem&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,3,60936,0.0-3.0,,,causal_judgment,Turilin causes a decrease in Laurem,xy,prob_lower,A,prob_lower_A,Turilin is associated with lower probability of Laurem,"neither,yx,xy",rl9urayrqm
4,12062,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Efogen is associated with higher probability of Pneuben&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,4,72999,0.0-4.0,,,causal_judgment,Efogen causes an increase in Pneuben,xy,prob_increase,B,prob_increase_B,Efogen is associated with higher probability of Pneuben,"neither,yx,xy",rl9urayrqm
5,30112,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Agoriv is associated with a lower risk of Ceflar&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,5,103112,0.0-5.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,xy,risk_lower,A,risk_lower_A,Agoriv is associated with a lower risk of Ceflar,"neither,yx,xy",rl9urayrqm
6,28761,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,6,131874,0.0-6.0,,,causal_judgment,Themaglin causes an increase in Rebosen,yx,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"neither,yx,xy",rl9urayrqm
7,15259,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Flembers is associated with Denoden&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,7,147134,0.0-7.0,,,causal_judgment,Denoden causes Flembers,yx,assoc,B,assoc_B,Flembers is associated with Denoden,"neither,yx,xy",rl9urayrqm
8,8032,,"{""explain"":""Interpret the sentences.""}",survey-text,8,155172,0.0-8.0,,,screening,,,,,,,,rl9urayrqm
9,4305,,"{""comments"":""No""}",survey-text,9,159479,0.0-9.0,,,comments,,,,,,,,rl9urayrqm
10,10940,,"{""age"":""42"",""gender"":""female"",""native_language"":""English"",""education"":""BA""}",survey-text,10,170422,0.0-10.0,,,demographics,,,,,,,,rl9urayrqm
0,4095,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,4099,0.0-0.0,agree,2026-05-29T00:45:06.654Z,,,,,,,,,d2uj9jgxjn
1,5696,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,9797,0.0-1.0,,,,,,,,,,,d2uj9jgxjn
2,6349,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,16147,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,d2uj9jgxjn
3,11368,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,3,27515,0.0-3.0,,,causal_judgment,"A third factor is causally related to Denoden and Flembers, they are not directly related",neither,assoc,A,assoc_A,Denoden is associated with Flembers,"neither,xy,yx",d2uj9jgxjn
4,26886,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Ceflar is associated with a lower risk of Agoriv&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,4,54402,0.0-4.0,,,causal_judgment,Ceflar causes a decrease in Agoriv,xy,risk_lower,B,risk_lower_B,Ceflar is associated with a lower risk of Agoriv,"neither,xy,yx",d2uj9jgxjn
5,19188,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,5,73591,0.0-5.0,,,causal_judgment,Rebosen causes an increase in Themaglin,xy,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"neither,xy,yx",d2uj9jgxjn
6,28836,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,6,102427,0.0-6.0,,,causal_judgment,Laurem causes a decrease in Turilin,xy,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"neither,xy,yx",d2uj9jgxjn
7,8361,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Pneuben is associated with higher probability of Efogen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,7,110789,0.0-7.0,,,causal_judgment,Pneuben causes an increase in Efogen,xy,prob_increase,A,prob_increase_A,Pneuben is associated with higher probability of Efogen,"neither,xy,yx",d2uj9jgxjn
8,20948,,"{""explain"":""Choose which option made the most sense given the information. ""}",survey-text,8,131744,0.0-8.0,,,screening,,,,,,,,d2uj9jgxjn
9,1490,,"{""comments"":""""}",survey-text,9,133236,0.0-9.0,,,comments,,,,,,,,d2uj9jgxjn
10,6304,,"{""age"":"""",""gender"":"""",""native_language"":"""",""education"":""""}",survey-text,10,139543,0.0-10.0,,,demographics,,,,,,,,d2uj9jgxjn
0,3234,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,3238,0.0-0.0,agree,2026-05-29T00:45:09.914Z,,,,,,,,,g6ak7yw778
1,2296,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,5539,0.0-1.0,,,,,,,,,,,g6ak7yw778
2,9339,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,14881,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,g6ak7yw778
